fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<6>[   50.181267]  [0:  Binder:3833_A: 4511] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x1, data = 100
<6>[   50.184834]  [2: Binder:3833_13: 5057] [SSP]: send_instruction - Inst = 0xa4, Sensor Type = 0x0, data = 100
<6>[   50.186889]  [2: Binder:3833_13: 5057] [SSP] batch 0: delay 100000000, timeout 0, flag 0, ret 0 
<6>[   50.188956]  [2:  kworker/u17:0:   80] [SSP]: MSG From MCU - Remove = 1 2 0
<6>[   50.188956]  [2:  kworker/u17:0:   80] rm_AD_AR 1, 1 0 0 100 -1
<6>[   50.188956]  [2:  kworker/u17:0:   80] final gyro rate = 20
<6>[   50.190954]  [2:  kworker/u17:0:   80] [SSP]: MSG From MCU - non_batching mode 0 100
<6>[   50.190954]  [2:  kworker/u17:0:   80] change rate1 100, 100
<6>[   50.198154]  [1: Binder:3833_11: 5055] [SSP]: show_sensors_enable - cur_enable = 16897
<6>[   50.198303]  [1: Binder:3833_11: 5055] [SSP]: set_sensors_enable - new_enable = 16896, old_enable = 16897
<6>[   50.198318]  [1: Binder:3833_11: 5055] [SSP]: ssp_remove_sensor - remove sensor = 1, current state = 16896
<6>[   50.198331]  [1: Binder:3833_11: 5055] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x0, data = 100
<6>[   50.202068]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - Remove = 0 3 0
<6>[   50.202068]  [3:  kworker/u17:0:   80] rm_AD_AR 0, 2 0 0 100 -1
<6>[   50.205211]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - rm_AD_AR 28, 1 1 1 20 20
<6>[   50.205211]  [3:  kworker/u17:0:   80] Bulk_Off 20 ~
<6>[   50.208960] I[2:      swapper/2:    0] mif: LNK-TX(12): f8 eb 0c 00 08 00 2a 00 0a 54 03 00
<6>[   50.211091] I[0:   cameraserver: 3390] mif: LNK-RX(16): f8 eb 10 00 0c 00 43 2a 80 01 02 0a 54 03 00 80
<6>[   50.367300] I[2:      swapper/2:    0] mif: LNK-TX(11): f8 eb 0b 00 07 00 2b 00 08 11 02
<6>[   50.368435] I[0:IntentService[A: 7492] mif: LNK-RX(219): f8 eb db 00 d7 00 44 2b 08 11 02 00 00 00 0c 01 ...
<6>[   50.375174] I[3:      swapper/3:    0] mif: LNK-TX(11): f8 ec 0b 00 07 00 20 00 08 11 02
<6>[   50.376499] I[0: HeapTaskDaemon: 8079] mif: LNK-RX(15): f8 ec 0f 00 0b 00 26 20 08 11 02 00 00 00 00
<6>[   50.438700]  [3:         argosd: 3377] argos_pm_qos_notify: name:UFS, speed:43Mbps, prev level:0, request level:-1
<6>[   50.441186]  [3:         argosd: 3377] argos_freq_unlock name:UFS
<6>[   50.692036]  [1:    kworker/1:2: 7320] thermal thermal_zone0: [TMU] last_temperature=59000, current_temperature=59000
<6>[   51.187824]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_interrupt_handler: run LPM interrupt handler, 750
<6>[   51.189248]  [1:    InputReader: 4103] !@notifyKey(172), action=0
<6>[   51.189653]  [1:    InputReader: 4103] !@interceptKeyBeforeQueueing(172), action=0, interactive=false
<6>[   51.196841]  [0:irq/292-fts_tou: 1413] [VIB] haptic_homekey_press homekey press freq:2000, intensity:10000, time:7
<6>[   51.196866]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: PRESSURE[12]
<6>[   51.200731]  [4:    InputReader: 4103] !@[ps] Screen__On  - 1 :  wakeUpWithReason: 1 (uid: 1000 pid: 3833) (1)
<6>[   51.202833]  [4:    InputReader: 4103] !@autosuspend_wakeup_count_disable
<6>[   51.202833]  [4:    InputReader: 4103] 
<6>[   51.202865]  [4:    InputReader: 4103] !@autosuspend_wakeup_count_disable done
<6>[   51.202865]  [4:    InputReader: 4103] 
<6>[   51.202955]  [4:    InputReader: 4103] !@handleInterceptActions(172), action=0, wmActions=1
<6>[   51.203894] I[0:InputDispatcher: 4102] [VIB] haptic_timer_func
<6>[   51.204804]  [2:PmsDisplayThrea: 3973] !@display_state: DOZE_SUSPEND -> DOZE brightness: 9700 -> 9700
<7>[   51.205039]  [4:max77865_haptic: 1828] [VIB] off
<6>[   51.210970]  [0: surfaceflinger: 3360] + decon_set_doze : 0
<4>[   51.211181]  [0: surfaceflinger: 3360] exynos-decon 12860000.decon_f: pm_stay_awake
<6>[   51.211199]  [0: surfaceflinger: 3360] PANEL:INFO:panel_core_ioctl:PANEL_IOC_SET_POWER
<6>[   51.215282]  [0: surfaceflinger: 3360] PANEL:INFO:panel_core_ioctl:PANEL_IOC_DOZE
<6>[   51.215303]  [0: surfaceflinger: 3360] PANEL:INFO:panel_doze:was called
<6>[   51.215318]  [0: surfaceflinger: 3360] panel_set_mdnie, do mdnie-seq
<6>[   51.217107]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: store_max77865_rgb_pattern pattern=0 lowpower=1
<6>[   51.217127]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state
<6>[   51.217136]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 1
<6>[   51.217145]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 1
<6>[   51.217455]  [1:    kworker/1:2: 7320] thermal thermal_zone0: [TMU] last_temperature=58000, current_temperature=59000
<6>[   51.221225]  [5:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state, led_num = 1, brightness = 0
<6>[   51.222063]  [6:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state
<6>[   51.222075]  [6:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 2
<6>[   51.222081]  [6:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 2
<6>[   51.222913]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state, led_num = 2, brightness = 0
<6>[   51.223996]  [3:sensorhubservic: 3374] [SSP]: ssp_sensorhub_write - -76, 13, -47, 0 (4)
<6>[   51.224009]  [6: surfaceflinger: 3360] - decon_set_doze : 0
<6>[   51.224042]  [3:sensorhubservic: 3374] [SSP]: ssp_send_cmd - command 0xd1 0
<6>[   51.225118]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state
<6>[   51.225138]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 3
<6>[   51.225147]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_number, 3
<6>[   51.229506]  [2:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_set_state, led_num = 3, brightness = 0
<7>[   51.230471]  [1:SSRM Handler Th: 6073] max77865_fg_read_avg_current: avg_current=-289218
<6>[   51.233196]  [5:  mSvcLEDThread: 3972] leds-max77865-rgb: max77865_rgb_ramp
<6>[   51.237922]  [5:SSRM Handler Th: 6073] copr_get_average copr 0 avg 0, brt 7000 avg 70 (sum 0 62951000, 8.993 sec) total avg 2 10407 (120310 501148680, 48.153 sec)
<6>[   51.250313]  [5:SSRM Handler Th: 6073] sec-battery battery: sec_bat_store_attrs: siop level: 0
<6>[   51.250406]  [3:  kworker/u16:2:   54] sec_bat_siop_work : set current by siop level(0)
<6>[   51.250429]  [3:  kworker/u16:2:   54] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(0)
<6>[   51.251019]  [3:  kworker/u16:2:   54] [max77865_set_input_current] REG(0xc0) DATA(0x14), CURRENT(500)
<6>[   51.251321]  [6:  kworker/u16:2:   54] [max77865_set_charge_current] REG(0xb9) DATA(0xc0), CURRENT(0)
<6>[   51.251334]  [6:  kworker/u16:2:   54] sec_bat_set_charging_current: power(2500), input(500), charge(100)
<6>[   51.252926]  [6:  Binder:3374_2: 6238] [SSP]: ssp_sensorhub_write - -79, 26, 0, 0, 0, 0, 0, 0, 0, 0, 21, 50, 15 (13)
<6>[   51.252938]  [6:  Binder:3374_2: 6238] [SSP]: send_instruction - Inst = 0xb1, Sensor Type = 0x1a, data = 0
<6>[   51.267965]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_interrupt_handler: run LPM interrupt handler, 750
<6>[   51.268419]  [2:  kworker/u17:0:   80] [SSP]: MSG From MCU - Set TS 78616446 78615000 1446
<6>[   51.268419]  [2:  kworker/u17:0:   80] add_AD_AR 0, 3 1 3, 20 20
<6>[   51.268419]  [2:  kworker/u17:0:   80] SMA 3 0 0 20
<6>[   51.268419]  [2:  kworker/u17:0:   80] add_AD_AR 0, 4 1 4, 20 20
<6>[   51.268419]  [2:  kworker/u17:0:   80] SMA 60 0 0 20
<6>[   51.268419]  [2:  kworker/u17:0:   80] Regi Lib 60-6
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: REGILIBVH
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: StartPedo-0822
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: 02FEB15
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: MPD_v10090
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: PRIPD_v2030
<6>[   51.268419]  [2:  kworker/u17:0:   80] PD: 1 2340.000000 2 910.000000 3 13
<6>[   51.268419]  [2:  kworker/u17:0:   80] Regi Lib 3-7
<6>[   51.268419]  [2:  kworker/u17:0:   80] add_AD_AR 0, 5 1 5, 60 20
<6>[   51.268419]  [2:  kworker/u17:0:   80] SMA 26 0 0 60
<6>[   51.268535]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: Received Force Calibration trigger Event
<6>[   51.270285]  [6:  Binder:3374_1: 3456] [SSP]: ssp_sensorhub_write - -72, 26, 1, 0 (4)
<6>[   51.270298]  [6:  Binder:3374_1: 3456] [SSP]: send_instruction - Inst = 0xb8, Sensor Type = 0x1a, data = 1
<4>[   51.279992]  [4: wpa_supplicant: 4465] dhd_set_suspend: Remove extra suspend setting 
<4>[   51.280006]  [4: wpa_supplicant: 4465] dhd_enable_packet_filter: enter, value = 0
<6>[   51.284126]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_interrupt_handler: run LPM interrupt handler, 750
<6>[   51.284905]  [6:    InputReader: 4103] !@notifyKey(172), action=1
<6>[   51.285012]  [6:    InputReader: 4103] !@interceptKeyBeforeQueueing(172), action=1, interactive=true
<6>[   51.285070]  [0:irq/292-fts_tou: 1413] [VIB] haptic_homekey_release homekey release freq:2000, intensity:10000, time:7
<6>[   51.285098]  [0:irq/292-fts_tou: 1413] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: PRESSURE[14]
<6>[   51.285579]  [6:    InputReader: 4103] !@handleInterceptActions(172), action=1, wmActions=1
<6>[   51.285701]  [6:    InputReader: 4103] fts_touch 5-0049: [sec_input] fts_scrub_position: 14 758 2909
<6>[   51.285942] I[4:  kworker/u17:2: 3507] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -81, -105, 126, 0, 0 (10)
<6>[   51.285951] I[4:  kworker/u17:2: 3507] [SSP]: ssp_sensorhub_list len: 10 ev: 4
<6>[   51.286197] I[6:SensorHubServic: 3455] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -81, -105, 126, 0, 0 (10)
<6>[   51.292106] I[0: Signal Catcher: 5235] [VIB] haptic_timer_func
<7>[   51.292408]  [4:max77865_haptic: 1828] [VIB] off
<6>[   51.305952] I[5:  kworker/u17:2: 3507] [SSP]: ssp_sensorhub_list - 1, 1, 26, 1, 4, -81, -105, -70, 0, 2 (10)
<6>[   51.305962] I[5:  kworker/u17:2: 3507] [SSP]: ssp_sensorhub_list len: 10 ev: 5
<6>[   51.307343]  [2:  Binder:3833_B: 5040] [SSP] batch 7: delay 0, timeout 0, flag 0, ret 0 
<6>[   51.307662]  [2:  Binder:3833_B: 5040] [SSP]: show_sensors_enable - cur_enable = 16896
<6>[   51.307792]  [2:  Binder:3833_B: 5040] [SSP]: set_sensors_enable - new_enable = 17024, old_enable = 16896
<6>[   51.307805]  [2:  Binder:3833_B: 5040] [SSP]: enable_sensor - add 128, New = 0ns
<6>[   51.308041] I[3:SensorHubServic: 3455] [SSP]: ssp_sensorhub_read - 1, 1, 26, 1, 4, -81, -105, -70, 0, 2 (10)
<6>[   51.308291]  [2:PmsDisplayThrea: 3973] !@display_state: DOZE -> ON brightness: 9700 -> 9700
<3>[   51.309441]  [7:android.display: 3966] binder: 5225: binder_alloc_buf, no vma
<6>[   51.309453]  [7:android.display: 3966] binder: 3833:3966 transaction failed 29201, size 116-0
<6>[   51.309858]  [4: surfaceflinger: 3360] PANEL:INFO:panel_fb_notifier:EARLY UNBLANK
<6>[   51.309868]  [4: surfaceflinger: 3360] decon-0 UNBLANK mode: 0type (0: DSI, 1: eDP, 2:DP, 3: WB)
<6>[   51.309875]  [4: surfaceflinger: 3360] + decon_enable : 0
<6>[   51.309881]  [4: surfaceflinger: 3360] PANEL:INFO:panel_core_ioctl:PANEL_IOC_SLEEP_OUT
<6>[   51.309885]  [4: surfaceflinger: 3360] PANEL:INFO:__panel_seq_exit_alpm:was called
<6>[   51.310100]  [4: surfaceflinger: 3360] PANEL:INFO:__panel_seq_exit_alpm:regulator voltage  : 1500000
<6>[   51.311834]  [2:  Binder:3833_B: 5040] [SSP]: Proximity Threshold - 2100, 900, 16368, 1000
<6>[   51.311898]  [2:  Binder:3833_B: 5040] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x7, data = 0
<6>[   51.313467]  [4:sensorhubservic: 3374] [SSP]: ssp_sensorhub_write - -63, 23, 48, 1, 0 (5)
<6>[   51.313477]  [4:sensorhubservic: 3374] [SSP]: send_instruction - Inst = 0xc1, Sensor Type = 0x17, data = 48
<6>[   51.314237]  [2:  Binder:3833_B: 5040] [SSP], delay 0, timeout 0, flag=0, ret1 
<6>[   51.316401]  [7:  kworker/u17:2: 3507] [SSP]: MSG From MCU - #>ams_cfgFeat_t  AMS_CONFIG_PROX op 2 , data 2100,mode 7
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>threshod 0 = 2100
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 3 , data 900,mode 7
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>threshod 1 = 900
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 4 , data 16368,mode 7
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>threshod 2 = 16368
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 5 , data 1000,mode 7
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>threshod 3 = 1000
<6>[   51.316401]  [7:  kworker/u17:2: 3507] #>THSET 2100 900 16368 1000
<6>[   51.317869] I[4:  Binder:3833_E: 5052] mif: LNK-TX(12): f8 eb 0c 00 08 00 2c 00 0a 0f 05 01
<6>[   51.317876] I[4:  Binder:3833_E: 5052] mif: LNK-TX(12): f8 eb 0c 00 08 00 2d 00 07 01 02 01
<6>[   51.317881] I[4:  Binder:3833_E: 5052] mif: LNK-TX(12): f8 ec 0c 00 08 00 21 00 0a 0f 05 01
<6>[   51.318911] I[4:ndroid.systemui: 4300] mif: LNK-TX(12): f8 ec 0c 00 08 00 22 00 07 01 02 01
<6>[   51.320362] I[0:    ksoftirqd/0:    3] mif: LNK-RX(21): f8 eb 15 00 11 00 45 2d 07 01 02 01 04 00 00 00 ...
<6>[   51.320404] I[0:    ksoftirqd/0:    3] mif: LNK-RX(21): f8 ec 15 00 11 00 27 22 07 01 02 01 00 00 00 00 ...
<6>[   51.322356]  [0:  kworker/u17:0:   80] [SSP]: MSG From MCU - ADD = 7 0 1
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>PRO
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>Pwr Mode 2
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>Power On
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 0 , data 1,mode 7
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>prox en(1) current mode 0x07
<6>[   51.322356]  [0:  kworker/u17:0:   80] #>PRX_INIT
<6>[   51.322356]  [0:  kworker/u17:0:   80] Add_First 7 0
<6>[   51.322356]  [0:  kworker/u17:0:   80] non_batching mode 7 0
<6>[   51.322458] I[4:      swapper/4:    0] mif: LNK-TX(11): f8 ec 0b 00 07 00 23 00 08 03 02
<6>[   51.324242]  [6:  Binder:3374_2: 6238] [SSP]: ssp_sensorhub_write - -79, 48, 0 (3)
<6>[   51.324251]  [6:  Binder:3374_2: 6238] [SSP]: send_instruction - Inst = 0xb1, Sensor Type = 0x30, data = 0
<6>[   51.324935] I[0:  Binder:3833_5: 4374] mif: LNK-RX(37): f8 ec 25 00 21 00 28 23 08 03 02 02 01 ff 30 30 ...
<6>[   51.326200] I[3:           rild: 3589] mif: LNK-TX(11): f8 eb 0b 00 07 00 2e 00 08 03 02
<6>[   51.326456]  [1:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>BEGIN
<6>[   51.327257] I[3:      swapper/3:    0] mif: LNK-TX(13): f8 ec 0d 00 09 00 24 00 08 05 02 ff 03
<6>[   51.328065] I[0:  Binder:3833_5: 4374] mif: LNK-RX(37): f8 eb 25 00 21 00 46 2e 08 03 02 02 04 04 37 32 ...
<6>[   51.329095] I[0:  Binder:3833_5: 4374] mif: LNK-RX(30): f8 ec 1e 00 1a 00 29 24 08 05 02 ff 03 01 00 00 ...
<6>[   51.330122] I[6:      swapper/6:    0] mif: LNK-TX(13): f8 eb 0d 00 09 00 2f 00 08 05 02 ff 03
<4>[   51.330519]  [6: wpa_supplicant: 4465] dhd_wl_ioctl: WLC_SET_VAR: lpas, UNSUPPORTED
<6>[   51.331152] I[6:      swapper/6:    0] mif: LNK-TX(13): f8 ec 0d 00 09 00 25 00 08 05 02 ff 02
<6>[   51.332096] I[0:  Binder:4458_1: 4478] mif: LNK-RX(30): f8 eb 1e 00 1a 00 47 2f 08 05 02 04 03 01 00 c7 ...
<6>[   51.333082] I[0:  Binder:3833_A: 4511] mif: LNK-RX(30): f8 ec 1e 00 1a 00 2a 25 08 05 02 ff 02 01 00 00 ...
<4>[   51.334085]  [7: wpa_supplicant: 4465] dhd_wl_ioctl: WLC_SET_VAR: bcn_to_dly, UNSUPPORTED
<6>[   51.334161] I[3:           rild: 3589] mif: LNK-TX(13): f8 eb 0d 00 09 00 30 00 08 05 02 ff 02
<6>[   51.335215] I[3:      swapper/3:    0] mif: LNK-TX(11): f8 ec 0b 00 07 00 26 00 08 02 02
<6>[   51.336054] I[0: Signal Catcher: 5235] mif: LNK-RX(30): f8 eb 1e 00 1a 00 48 30 08 05 02 04 02 04 00 c7 ...
<6>[   51.338140] I[0:    ksoftirqd/0:    3] mif: LNK-RX(12): f8 ec 0c 00 08 00 2b 26 08 02 02 02
<6>[   51.338320] I[1:  Binder:3833_2: 3941] mif: LNK-TX(11): f8 eb 0b 00 07 00 31 00 08 02 02
<6>[   51.340006] I[0: HeapTaskDaemon: 8196] mif: LNK-RX(12): f8 eb 0c 00 08 00 49 31 08 02 02 02
<6>[   51.346031]  [6:  kworker/u17:0:   80] [SSP]: MSG From MCU - AB++ start
<6>[   51.346031]  [6:  kworker/u17:0:   80] add_AD_AR 9, 3 1 2, 60 60
<6>[   51.346031]  [6:  kworker/u17:0:   80] SMA 48 0 9 60
<6>[   51.346031]  [6:  kworker/u17:0:   80] AB++ AB_Init
<6>[   51.346031]  [6:  kworker/u17:0:   80] Regi Lib 48-9
<6>[   51.348841]  [4: surfaceflinger: 3360] panel_bl_set_brightness bl-0 plat_br:9700 br[248]:9700 nit:72(70.00) acl:on(5)
<4>[   51.349096]  [4: surfaceflinger: 3360] decon0 already enabled
<6>[   51.349101]  [4: surfaceflinger: 3360] - decon_enable : 0
<6>[   51.349105]  [4: surfaceflinger: 3360] decon_blank -
<6>[   51.349142]  [4: surfaceflinger: 3360] PANEL:INFO:panel_fb_notifier:UNBLANK
<6>[   51.349149]  [4: surfaceflinger: 3360] panel_bl_set_brightness bl-0 plat_br:9700 br[248]:9700 nit:72(70.00) acl:on(5)
<6>[   51.349417]  [4: surfaceflinger: 3360] panel_set_mdnie, do mdnie-seq
<6>[   51.350801]  [4:  kworker/u17:0:   80] [SSP]: MSG From MCU - #>OFFSET
<6>[   51.350801]  [4:  kworker/u17:0:   80] #>Unknown INT 0 0x2
<6>[   51.354074]  [7:  Binder:3833_D: 5051] [SSP]: show_sensors_enable - cur_enable = 17024
<6>[   51.354130]  [7:  Binder:3833_D: 5051] [SSP]: set_sensors_enable - new_enable = 33571456, old_enable = 17024
<6>[   51.354140]  [7:  Binder:3833_D: 5051] [SSP]: enable_sensor - add 33554432, New = 20000000ns
<6>[   51.354149]  [7:  Binder:3833_D: 5051] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x19, data = 20
<6>[   51.354687]  [2:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_start_device: exit low power mode TP
<6>[   51.354719]  [2:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_interrupt_set: Disable
<6>[   51.355003]  [4:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_command: (AC), ret = 1
<6>[   51.356088]  [2:  Binder:3833_D: 5051] [SSP], delay 20, timeout 0, flag=0, ret1 
<6>[   51.370930]  [3:  kworker/u17:0:   80] [SSP] Proximity Sensor Detect : 0, raw : 98 ts : 51354860779 11 -184746773
<6>[   51.370982]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - ADD = 25 0 1
<6>[   51.370982]  [3:  kworker/u17:0:   80] add_AD_AR 1, 2 1 2, 20 20
<6>[   51.370982]  [3:  kworker/u17:0:   80] final gyro rate = 20
<6>[   51.370982]  [3:  kworker/u17:0:   80] SMA 64 0 1 20
<6>[   51.370982]  [3:  kworker/u17:0:   80] Regi Lib 64-10
<6>[   51.370982]  [3:  kworker/u17:0:   80] Add_First 25 0
<6>[   51.370982]  [3:  kworker/u17:0:   80] non_batching mode 25 20
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>BASE
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>PBSLN
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>f_PUP 0 98
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>DET High:2100
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>pData = 98, INT = 0
<6>[   51.370982]  [3:  kworker/u17:0:   80] #>Prox debug 1 0
<6>[   51.376279]  [7:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_fw_wait_for_event: 16, 5,23, 0
<6>[   51.383004]  [4:  Binder:3374_1: 3456] [SSP]: ssp_sensorhub_write - -79, 7, 0, 0 (4)
<6>[   51.383015]  [4:  Binder:3374_1: 3456] [SSP]: send_instruction - Inst = 0xb1, Sensor Type = 0x7, data = 0
<6>[   51.389142] I[7:  kworker/u17:0:   80] [SSP]: ssp_sensorhub_list - 1, 1, 48, 0, 0, 0, 115, 0, 0, 0, 125 (11)
<6>[   51.389152] I[7:  kworker/u17:0:   80] [SSP]: ssp_sensorhub_list len: 11 ev: 6
<6>[   51.389166]  [7:  kworker/u17:0:   80] [SSP]: MSG From MCU - AB++ updateAutoBrightness 3,(115 296 403 296)125, 125, 6.5 < 125 < 410.8 (115, -1)
<6>[   51.389490] I[3:SensorHubServic: 3455] [SSP]: ssp_sensorhub_read - 1, 1, 48, 0, 0, 0, 115, 0, 0, 0, 125 (11)
<6>[   51.394720]  [6:RegisterInSeper: 4231] mdnie mdnie: lux_store: 125
<6>[   51.394734]  [6:RegisterInSeper: 4231] panel_set_mdnie, do mdnie-seq
<6>[   51.398585]  [7: Binder:3833_12: 5056] active_clock_open was called
<6>[   51.398596]  [7: Binder:3833_12: 5056] find_panel_seqtbl, found active-clk-img-seq panel seqtbl
<6>[   51.398604]  [7: Binder:3833_12: 5056] LIVE-CLK:INFO: img-pkt-info[0] : 31, leng : 86400
<6>[   51.398615]  [7: Binder:3833_12: 5056] ACT-CLK:INFO:active_clock_ioctl:IOCTL_ACT_CLK
<6>[   51.398620]  [7: Binder:3833_12: 5056] ACT-CLK:En : 0
<6>[   51.398625]  [7: Binder:3833_12: 5056] ACT-CLK:Axis:x:0,y:0
<6>[   51.398629]  [7: Binder:3833_12: 5056] ACT-CLK:Time::0:0:0:0
<6>[   51.398633]  [7: Binder:3833_12: 5056] ACT-CLK:Interval : 0
<6>[   51.398638]  [7: Binder:3833_12: 5056] ACT-CLK:INFO:set_active_clock:setting for active clock was ignored : 2
<6>[   51.400301]  [5:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_interrupt_set: Enable
<6>[   51.400665]  [5:PmsDisplayThrea: 8565] wake disabled for irq 292
<6>[   51.401130]  [6:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_write_to_string: string notify is OK[0x44].
<6>[   51.401143]  [6:PmsDisplayThrea: 8565] fts_touch 5-0049: [sec_input] fts_wirelesscharger_mode: Set W-Charger Status CMD[C2]
<6>[   51.405545]  [5:  Binder:3833_8: 4503] [SSP]: show_sensors_enable - cur_enable = 33571456
<6>[   51.405612]  [5:  Binder:3833_8: 4503] [SSP]: set_sensors_enable - new_enable = 33570944, old_enable = 33571456
<6>[   51.405621]  [5:  Binder:3833_8: 4503] [SSP]: ssp_remove_sensor - remove sensor = 512, current state = 33570944
<6>[   51.405629]  [5:  Binder:3833_8: 4503] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x9, data = 200
<6>[   51.406645]  [2:  kworker/u17:0:   80] [SSP]: MSG From MCU - add_AD_AR 0, 6 1 6, 60 20
<6>[   51.406645]  [2:  kworker/u17:0:   80] SMA 7 0 0 60
<6>[   51.406645]  [2:  kworker/u17:0:   80] Regi Lib 7-11
<6>[   51.407357]  [3:         smdexe: 3404] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[   51.410764]  [7:sensorhubservic: 3374] [SSP]: ssp_sensorhub_write - -78, 56, 0, 0 (4)
<6>[   51.410775]  [7:sensorhubservic: 3374] [SSP]: send_instruction - Inst = 0xb2, Sensor Type = 0x38, data = 0
<6>[   51.414484]  [1:  kworker/u17:2: 3507] [SSP]: MSG From MCU - Remove = 9 3 0
<6>[   51.414484]  [1:  kworker/u17:2: 3507] rm_AD_AR 9, 2 0 0 180 -1
